# DIGITAL FOREST TWIN - ECOSENSE IMPORT FILE
# Generated: 2026-02-04 (regenerated with fixes)
# Source: EcoSense raw data (ecosense_250911.csv)
# Records: 1504
#
# FIXES APPLIED:
# - LocationID set to 5 (Ecosense_MixedPlot) — was empty
# - 2 rows with valid coords but unknown species included (NULL SpeciesID)
# - Species abbreviations (BE, DF) properly mapped
#
# REQUIRED FIELDS: LocationID, Latitude, Longitude
# All coordinates in WGS84 (EPSG:4326), transformed from EPSG:32632
#
LocationID,PlotID,CampaignID,SpeciesID,VariantTypeID,DataSourceType,Latitude,Longitude,Easting_32632,Northing_32632,SourceCRS,DBH_cm,Height_m,TreeStatusID,CrownWidth_m,CrownBaseHeight_m,Age_years,HealthScore,TaperTypeID,StraightnessTypeID,BranchingPatternID,BarkCharacteristicID,FieldNotes,MeasurementDate
5,,,1,1,field,48.26729982856145,7.877686690180633,416714.460812918,5346618.94533248,32632,14.01,31.55334467,,,,,,,,,,TreeID: 16_45 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_45 | Elevation: 524.962158203125m,2025-09-11
5,,,1,1,field,48.26730531245889,7.877711759736868,416716.330079025,5346619.52766282,32632,14.01,31.55334467,,,,,,,,,,TreeID: 16_46 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_46 | Elevation: 524.987915039062m,2025-09-11
5,,,3,1,field,48.267328931108175,7.877686000306366,416714.456909197,5346622.18078944,32632,51.25,31.45219999,,,,,,,,,,TreeID: 16_47 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_47 | Elevation: 524.929809570312m,2025-09-11
5,,,1,1,field,48.26736115322,7.877673597888837,416713.58891433,5346625.77568874,32632,42.02,30.25679334,,,,,,,,,,TreeID: 16_48 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_48 | Elevation: 524.823669433594m,2025-09-11
5,,,1,1,field,48.26740703525667,7.877739000273957,416718.516824781,5346630.8044617,32632,49.02,29.3191269,,,,,,,,,,TreeID: 16_49 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_49 | Elevation: 524.824890136719m,2025-09-11
5,,,1,1,field,48.26734597084837,7.877822934144175,416724.646140171,5346623.92618426,32632,48.06,30.58448371,,,,,,,,,,TreeID: 16_50 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_50 | Elevation: 525.115539550781m,2025-09-11
5,,,1,1,field,48.26737079107013,7.877867813333225,416728.016845808,5346626.63623613,32632,5.73,,,,,,,,,,,TreeID: 16_51 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_51 | Elevation: 524.949645996094m,2025-09-11
5,,,1,1,field,48.26733449099035,7.877907577540354,416730.908679543,5346622.55839948,32632,51.88,,,,,,,,,,,TreeID: 16_52 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_52 | Elevation: 525.141540527344m,2025-09-11
5,,,1,1,field,48.267297409719205,7.877878331666543,416728.678165628,5346618.46858927,32632,8.91,31.60051804,,,,,,,,,,TreeID: 16_53 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_53 | Elevation: 525.040344238281m,2025-09-11
5,,,1,1,field,48.267279781581095,7.877861587639959,416727.406988693,5346616.52740813,32632,44.56,31.414231,,,,,,,,,,TreeID: 16_54 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_54 | Elevation: 525.138122558594m,2025-09-11
5,,,1,1,field,48.26731636926613,7.877815191528402,416724.023482953,5346620.64440749,32632,49.97,30.56820968,,,,,,,,,,TreeID: 16_55 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_55 | Elevation: 525.11767578125m,2025-09-11
5,,,1,1,field,48.26724936982992,7.877847387312309,416726.30380344,5346613.16258681,32632,17.51,,,,,,,,,,,TreeID: 16_56 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_56 | Elevation: 525.042602539062m,2025-09-11
5,,,1,1,field,48.2672397317823,7.877768658958286,416720.445883841,5346612.17673331,32632,46.15,30.47470286,,,,,,,,,,TreeID: 16_57 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_57 | Elevation: 525.178100585938m,2025-09-11
5,,,1,1,field,48.26720381666102,7.877752266365724,416719.171068205,5346608.20259943,32632,10.5,,,,,,,,,,,TreeID: 16_58 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_58 | Elevation: 525.152648925781m,2025-09-11
5,,,1,1,field,48.26718126427311,7.877826298812534,416724.628217509,5346605.61562245,32632,35.97,30.85010582,,,,,,,,,,TreeID: 16_59 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_59 | Elevation: 525.202392578125m,2025-09-11
5,,,1,1,field,48.26716133017672,7.877795708333207,416722.325773016,5346603.43315841,32632,10.19,28.76980471,,,,,,,,,,TreeID: 16_60 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_60 | Elevation: 525.285217285156m,2025-09-11
5,,,1,1,field,48.26714800740013,7.877806758418601,416723.124130642,5346601.94036302,32632,44.25,30.86916784,,,,,,,,,,TreeID: 16_61 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_61 | Elevation: 525.363525390625m,2025-09-11
5,,,1,1,field,48.2671172455265,7.877765839834692,416720.037662877,5346598.56561091,32632,37.88,28.6678058,,,,,,,,,,TreeID: 16_62 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_62 | Elevation: 525.299499511719m,2025-09-11
5,,,1,1,field,48.267171909565874,7.877723386920791,416716.976139981,5346604.68749884,32632,37.56,30.37476934,,,,,,,,,,TreeID: 16_63 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_63 | Elevation: 525.254211425781m,2025-09-11
5,,,1,1,field,48.26716246918362,7.877707238333215,416715.762446863,5346603.65573221,32632,8.59,,,,,,,,,,,TreeID: 16_64 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_64 | Elevation: 525.248657226562m,2025-09-11
5,,,1,1,field,48.26714622349987,7.877680760851077,416713.771208815,5346601.87877157,32632,46.47,30.73619133,,,,,,,,,,TreeID: 16_65 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_65 | Elevation: 525.349182128906m,2025-09-11
5,,,1,1,field,48.26717986080306,7.877679036332378,416713.697895059,5346605.61938294,32632,9.87,,,,,,,,,,,TreeID: 16_66 | Plot: 16 | QR: https://dt.unr.uni-freiburg.de/ecosense/16_66 | Elevation: 525.177429199219m,2025-09-11
5,,,4,1,field,48.26839633934451,7.877921791447442,416733.688567673,5346740.56599574,32632,14.96,,,,,,,,,,,TreeID: 8_9 | Plot: 8 | QR: https://dt.unr.uni-freiburg.de/ecosense/8_9 | Elevation: 520.448669433594m,2025-09-11
5,,,4,1,field,48.26841579599361,7.877918982392438,416733.511728628,5346742.73162313,32632,15.28,,,,,,,,,,,TreeID: 8_10 | Plot: 8 | QR: https://dt.unr.uni-freiburg.de/ecosense/8_10 | Elevation: 520.427551269531m,2025-09-11
5,,,6,1,field,48.26842988445281,7.877930100738171,416734.359666544,5346744.28547696,32632,39.79,,,,,,,,,,,TreeID: 8_11 | Plot: 8 | QR: https://dt.unr.uni-freiburg.de/ecosense/8_11 | Elevation: 520.543212890625m,2025-09-11
5,,,6,1,field,48.26844541886332,7.877947357493394,416735.665460469,5346745.99338853,32632,13.05,,,,,,,,,,,TreeID: 8_12 | Plot: 8 | QR: https://dt.unr.uni-freiburg.de/ecosense/8_12 | Elevation: 520.385314941406m,2025-09-11
5,,,4,1,field,48.26841816081372,7.878118652703177,416748.332330908,5346742.77791447,32632,35.01,,,,,,,,,,,TreeID: 8_26 | Plot: 8 | QR: https://dt.unr.uni-freiburg.de/ecosense/8_26 | Elevation: 520.908935546875m,2025-09-11
5,,,4,1,field,48.26844562928371,7.878153800401196,416750.985122606,5346745.79288227,32632,12.73,,,,,,,,,,,TreeID: 8_24 | Plot: 8 | QR: https://dt.unr.uni-freiburg.de/ecosense/8_24 | Elevation: 520.62548828125m,2025-09-11
5,,,1,1,field,48.26845398156777,7.87820808293079,416755.026782719,5346746.66236312,32632,15.28,,,,,,,,,,,TreeID: 8_22 | Plot: 8 | QR: https://dt.unr.uni-freiburg.de/ecosense/8_22 | Elevation: 520.671020507812m,2025-09-11
