# DIGITAL FOREST TWIN - MATHISLE IMPORT FILE
# Generated: 2026-01-19 14:43:20
# Source: Mathisle raw data
# Records: 724
#
# REQUIRED FIELDS: LocationID, SpeciesID, Latitude, Longitude
# All coordinates in WGS84 (EPSG:4326)
#
LocationID,SpeciesID,VariantTypeID,Latitude,Longitude,DBH_cm,Height_m,TreeStatusID,CrownWidth_m,CrownBaseHeight_m,Age_years,HealthScore,TaperTypeID,StraightnessTypeID,BranchingPatternID,BarkCharacteristicID,FieldNotes,MeasurementDate
,4,1,47.88430442,8.08900412833333,14.01,,1,,,,,,,,,TreeID: 826 | Plot: Mathisle | Species: 2 Fir (Abies alba ) | QR: https://dt.unr.uni-freiburg.de/mathisle/826,2025-04-13
,4,1,47.88452874,8.08894283666667,61.43,,1,,,,,,,,,TreeID: 662 | Plot: Mathisle | Species: 2 Fir (Abies alba ) | QR: https://dt.unr.uni-freiburg.de/mathisle/662,2025-04-10
,4,1,47.8848798116667,8.08769799333333,16.87,,1,,,,,,,,,TreeID: 399 | Plot: Mathisle | Species: 2 Fir (Abies alba ) | QR: https://dt.unr.uni-freiburg.de/mathisle/399,2025-03-05
,4,1,47.88426292,8.089013005,9.87,,1,,,,,,,,,TreeID: 829 | Plot: Mathisle | Species: 2 Fir (Abies alba ) | QR: https://dt.unr.uni-freiburg.de/mathisle/829,2025-04-13
,4,1,47.8851176633333,8.08784896,6.68,,1,,,,,,,,,TreeID: 86 | Plot: Mathisle | Species: 2 Fir (Abies alba ) | QR: https://dt.unr.uni-freiburg.de/mathisle/86,2025-02-07
,4,1,47.8847712483333,8.08803909333333,68.12,,1,,,,,,,,,TreeID: 520 | Plot: Mathisle | Species: 2 Fir (Abies alba ) | QR: https://dt.unr.uni-freiburg.de/mathisle/520,2025-03-26
,4,1,47.8842822433333,8.08899892333333,15.12,,1,,,,,,,,,TreeID: 832 | Plot: Mathisle | Species: 2 Fir (Abies alba ) | QR: https://dt.unr.uni-freiburg.de/mathisle/832,2025-04-13
,4,1,47.88426877,8.08895838,16.55,,1,,,,,,,,,TreeID: 833 | Plot: Mathisle | Species: 2 Fir (Abies alba ) | QR: https://dt.unr.uni-freiburg.de/mathisle/833,2025-04-13
,4,1,47.8846702666667,8.08885166666667,9.39,,1,,,,,,,,,TreeID: 549 | Plot: Mathisle | Species: 2 Fir (Abies alba ) | QR: https://dt.unr.uni-freiburg.de/mathisle/549,2025-03-27
,4,1,47.8842710333333,8.08889873833333,10.5,,1,,,,,,,,,TreeID: 835 | Plot: Mathisle | Species: 2 Fir (Abies alba ) | QR: https://dt.unr.uni-freiburg.de/mathisle/835,2025-04-13
,4,1,47.8846144433333,8.08892873833334,6.68,,1,,,,,,,,,TreeID: 551 | Plot: Mathisle | Species: 2 Fir (Abies alba ) | QR: https://dt.unr.uni-freiburg.de/mathisle/551,2025-03-27
,4,1,47.8842480066667,8.08885298333333,10.5,,1,,,,,,,,,TreeID: 837 | Plot: Mathisle | Species: 2 Fir (Abies alba ) | QR: https://dt.unr.uni-freiburg.de/mathisle/837,2025-04-13
,4,1,47.8842704033333,8.08884697333333,15.28,,1,,,,,,,,,TreeID: 838 | Plot: Mathisle | Species: 2 Fir (Abies alba ) | QR: https://dt.unr.uni-freiburg.de/mathisle/838,2025-04-13
,4,1,47.8843146266667,8.08827469333333,8.75,,1,,,,,,,,,TreeID: 788 | Plot: Mathisle | Species: 2 Fir (Abies alba ) | QR: https://dt.unr.uni-freiburg.de/mathisle/788,2025-04-11
